shared_interests_o,field,shared_interests_partner,d_funny_o_[0-5],funny_partner,d_attractive_o_[0-5],interests_correlate,d_like_[0-5],d_shared_interests_o_[0-5],d_shared_interests_partner_[0-5],d_attractive_partner_[0-5],d_funny_partner_[0-5],d_guess_prob_liked_[0-4],attractive_o,guess_prob_liked,expected_num_matches,pref_o_shared_interests,funny_o,d_guess_prob_liked_[7-10],attractive_partner,like,pref_o_intelligence,pref_o_attractive,d_funny_o_[9-10],match
2.0,30,7.0,0,7.0,1,0.51,0,1,0,0,0,0,5.0,6.0,3.0,15.0,6.0,0,7.0,8.0,40.0,10.0,0,0
6.0,30,6.0,0,7.0,0,-0.19,0,1,0,0,0,0,7.0,7.0,3.0,10.0,6.0,1,7.0,8.0,30.0,20.0,0,1
6.0,20,8.0,0,8.0,0,-0.13,0,0,0,0,0,0,6.0,7.0,2.0,10.0,7.0,1,9.0,8.0,30.0,15.0,0,1
7.0,20,8.0,0,7.0,1,-0.55,0,0,0,0,0,0,4.0,7.0,2.0,20.0,7.0,1,6.0,7.0,20.0,20.0,0,0
5.0,20,7.0,1,8.0,0,-0.15,0,1,0,0,0,0,7.0,6.0,2.0,15.0,5.0,0,7.0,8.0,20.0,15.0,0,0
2.0,20,5.0,1,6.0,1,-0.3,0,1,1,0,0,0,2.0,6.0,2.0,30.0,3.0,0,6.0,6.0,20.0,5.0,0,0
7.0,20,7.0,0,8.0,0,-0.09,0,0,0,0,0,0,8.0,6.0,2.0,15.0,8.0,0,7.0,7.0,40.0,10.0,0,1
6.0,20,6.0,0,7.0,1,0.19,0,1,0,0,0,0,4.0,6.0,2.0,10.0,6.0,0,8.0,8.0,30.0,20.0,0,0
2.0,27,6.0,1,8.0,1,0.42,0,1,0,1,0,0,3.0,6.0,2.0,10.0,4.0,0,5.0,8.0,30.0,15.0,0,0
3.0,27,5.0,1,5.0,1,0.15,1,1,1,1,1,0,3.0,5.0,2.0,20.0,3.0,0,5.0,5.0,20.0,20.0,0,0
6.0,27,7.0,1,8.0,1,-0.09,0,0,0,0,0,0,5.0,5.5,2.0,15.0,5.0,0,8.0,7.5,20.0,15.0,0,0
5.0,27,6.0,1,6.0,1,0.29,1,1,0,0,0,1,3.5,3.0,2.0,30.0,2.0,0,7.0,5.0,20.0,5.0,0,0
5.0,27,5.0,0,6.0,1,0.15,0,1,1,0,0,1,4.0,4.0,2.0,15.0,6.0,0,7.0,6.5,40.0,10.0,0,0
6.0,27,6.0,1,7.0,1,-0.23,0,1,0,0,0,0,2.0,6.0,2.0,10.0,5.0,0,8.0,7.0,30.0,20.0,0,0
4.0,135,8.0,0,8.0,1,0.55,0,1,0,0,0,0,5.0,7.0,2.0,10.0,7.0,1,8.0,8.0,30.0,15.0,0,1
2.0,135,7.0,1,4.0,1,0.42,1,1,0,1,1,0,3.0,6.0,2.0,20.0,3.0,0,3.0,4.0,20.0,20.0,0,0
4.0,135,3.0,0,5.0,1,0.27,0,1,1,1,1,1,4.0,4.0,2.0,15.0,7.0,0,4.0,6.0,20.0,15.0,0,0
2.0,135,8.0,1,6.0,1,0.58,0,1,0,0,0,1,1.0,4.0,2.0,30.0,1.0,0,6.0,6.0,20.0,5.0,0,0
8.0,135,5.0,0,9.0,0,0.34,0,0,1,0,0,0,6.0,9.0,2.0,15.0,9.0,1,9.0,8.0,40.0,10.0,1,0
1.0,135,1.0,1,2.0,1,0.21,1,1,1,1,1,1,2.0,2.0,2.0,10.0,2.0,0,4.0,3.0,30.0,20.0,0,0
4.0,109,5.0,1,6.0,1,0.51,0,1,1,1,0,0,5.0,6.0,0.0,10.0,5.0,0,5.0,6.0,30.0,15.0,0,0
4.0,109,4.0,1,5.0,1,0.67,0,1,1,1,1,0,4.0,5.0,0.0,20.0,4.0,0,4.0,6.0,20.0,20.0,0,0
4.0,109,6.0,1,7.0,1,0.12,0,1,0,0,0,0,4.0,7.0,0.0,15.0,4.0,1,6.0,8.0,20.0,15.0,0,0
5.0,109,9.0,1,8.0,0,0.2,0,1,0,0,0,0,8.0,8.0,0.0,30.0,5.0,1,6.0,8.0,20.0,5.0,0,0
7.0,109,7.0,0,7.0,0,0.37,0,0,0,0,0,0,7.0,7.0,0.0,15.0,6.0,1,6.0,7.0,40.0,10.0,0,0
4.0,109,4.0,1,5.0,0,-0.28,1,1,1,1,1,1,6.0,4.0,0.0,10.0,5.0,0,5.0,5.0,30.0,20.0,0,0
6.0,135,6.0,0,7.0,1,0.41,0,0,1,0,0,0,5.0,5.0,2.0,10.0,7.0,0,8.0,7.0,30.0,15.0,0,1
7.0,135,6.0,1,6.0,0,0.35,1,0,1,1,0,0,7.0,7.0,2.0,20.0,5.0,1,5.0,5.0,20.0,20.0,0,0
6.0,135,6.0,0,6.0,0,0.58,0,0,1,0,0,0,6.0,6.0,2.0,15.0,7.0,0,7.0,7.0,20.0,15.0,0,0
7.0,135,6.0,0,5.0,1,0.42,1,0,0,1,1,0,5.0,5.0,2.0,30.0,6.0,0,4.0,4.0,20.0,5.0,0,0
5.0,135,7.0,0,7.0,0,0.63,0,1,0,0,0,0,6.0,5.0,2.0,15.0,8.0,0,8.0,6.0,40.0,10.0,0,0
9.0,135,8.0,0,7.0,0,0.48,0,0,0,0,0,0,7.0,5.0,2.0,10.0,8.0,0,8.0,6.0,30.0,20.0,0,1
5.0,30,6.0,0,9.0,0,0.52,0,1,0,0,0,0,7.0,6.0,3.0,10.0,8.0,0,8.0,8.0,30.0,15.0,0,1
3.0,30,4.0,1,7.0,0,0.33,0,1,1,1,0,0,8.0,6.0,3.0,20.0,5.0,0,5.0,6.0,20.0,20.0,0,0
6.0,30,6.0,0,9.0,0,0.53,0,0,0,0,0,0,8.0,6.0,3.0,15.0,7.0,0,7.0,8.0,20.0,15.0,0,0
3.0,30,6.0,1,6.400597907324364,1,0.48,1,1,1,1,1,1,4.0,5.0,3.0,30.0,3.0,0,6.189995107632094,6.0,20.0,5.0,0,0
3.0,30,6.0,1,9.0,0,0.57,0,1,0,0,0,0,7.0,7.0,3.0,15.0,5.0,1,7.0,7.0,40.0,10.0,0,0
6.0,30,5.0,0,7.0,0,0.1,0,1,1,0,0,0,7.0,6.0,3.0,10.0,7.0,0,6.0,6.0,30.0,20.0,0,0
5.0,73,5.0,0,9.0,1,0.59,0,1,1,0,0,1,5.0,2.0,0.0,5.0,7.0,0,8.0,7.0,30.0,35.0,0,0
7.0,73,3.0,0,8.0,0,-0.41,0,0,1,1,0,1,7.0,2.0,0.0,5.0,8.0,0,5.0,6.0,25.0,35.0,0,0
0.0,73,1.0,1,6.0,1,0.15,1,1,1,1,0,1,5.0,1.0,0.0,5.0,3.0,0,5.0,4.0,0.0,40.0,0,0
4.0,73,2.0,0,7.0,0,0.38,0,1,1,1,0,1,6.0,2.0,0.0,15.0,7.0,0,5.0,6.0,10.0,30.0,0,0
6.0,73,2.0,0,7.0,1,0.33,1,1,1,0,0,1,3.0,1.0,0.0,0.0,6.0,0,7.0,5.0,10.0,50.0,0,0
2.0,73,2.0,1,6.0,0,0.27,1,1,1,1,0,1,6.0,1.0,0.0,12.0,3.0,0,5.0,5.0,18.0,40.0,0,0
7.0,73,4.0,0,6.0,0,0.14,0,0,1,1,0,1,7.0,2.0,0.0,0.0,8.0,0,5.0,7.0,25.0,30.0,0,0
4.0,73,3.0,1,8.0,1,0.49,0,1,1,1,0,1,5.0,3.0,0.0,10.0,5.0,0,5.0,7.0,25.0,15.0,0,0
7.0,73,4.0,0,9.0,0,-0.42,0,0,1,0,0,1,8.0,2.0,0.0,5.0,6.0,0,6.0,6.0,25.0,25.0,0,0
5.0,73,5.0,0,8.0,0,0.17,1,1,1,1,0,1,10.0,2.0,0.0,1.0,7.0,0,5.0,5.0,1.0,55.0,0,0
8.0,73,5.0,0,6.0,0,0.01,0,0,1,1,0,1,7.0,3.0,0.0,30.0,7.0,0,5.0,6.0,5.0,50.0,0,0
4.0,73,3.0,1,5.0,0,0.17,1,1,1,1,1,1,6.0,2.0,0.0,10.0,5.0,0,2.0,5.0,5.0,20.0,0,0
6.0,73,2.0,0,8.0,0,0.21,0,0,1,1,0,1,6.0,3.0,0.0,5.0,6.0,0,4.0,6.0,25.0,35.0,0,0
5.0,73,2.0,1,8.0,1,0.0,1,1,1,1,0,1,5.0,2.0,0.0,5.0,5.0,0,4.0,5.0,30.0,30.0,0,0
2.0,66,3.0,1,7.0,1,0.45,0,1,1,0,0,0,4.0,5.0,2.0,5.0,4.0,0,7.0,6.0,30.0,35.0,0,0
5.0,66,2.0,0,7.0,0,-0.46,1,1,1,0,0,1,8.0,4.0,2.0,5.0,6.0,0,8.0,3.0,25.0,35.0,0,0
1.0,66,2.0,1,8.0,0,-0.06,0,1,1,0,0,0,6.0,6.0,2.0,5.0,4.0,0,8.0,7.0,0.0,40.0,0,1
4.0,66,5.0,1,8.0,1,0.14,1,1,1,0,0,1,5.0,3.0,2.0,15.0,4.0,0,6.0,5.0,10.0,30.0,0,0
5.0,66,4.0,1,8.0,0,-0.03,0,1,1,0,0,1,6.0,4.0,2.0,0.0,2.0,0,8.0,6.0,10.0,50.0,0,0
3.0,66,1.0,1,3.0,0,-0.06,1,1,1,1,1,1,7.0,1.0,2.0,12.0,4.0,0,5.0,1.0,18.0,40.0,0,0
7.0,66,2.0,0,8.0,0,0.25,0,0,1,0,0,0,7.0,5.0,2.0,0.0,7.0,0,7.0,6.0,25.0,30.0,0,0
5.0,66,2.0,1,7.0,1,0.11,0,1,1,0,0,1,2.0,4.0,2.0,10.0,3.0,0,8.0,7.0,25.0,15.0,0,0
4.0,66,2.0,1,9.0,1,0.03,0,1,1,0,0,1,5.0,4.0,2.0,5.0,4.0,0,9.0,6.0,25.0,25.0,0,1
3.0,66,2.0,1,6.0,1,0.31,1,1,1,0,0,1,4.0,2.0,2.0,1.0,2.0,0,8.0,3.0,1.0,55.0,0,0
3.0,66,3.0,1,8.0,0,0.06,1,1,1,0,0,1,7.0,4.0,2.0,30.0,5.0,0,7.0,5.0,5.0,50.0,0,0
4.0,66,2.0,1,5.0,0,-0.01,1,1,1,1,1,1,6.0,3.0,2.0,10.0,5.0,0,5.0,5.0,5.0,20.0,0,0
7.0,66,3.0,0,8.0,0,-0.2,1,0,1,0,0,0,8.0,5.0,2.0,5.0,8.0,0,7.0,5.0,25.0,35.0,0,0
6.0,66,1.0,1,4.0,0,0.19,1,0,1,1,1,1,6.0,2.0,2.0,5.0,5.0,0,3.0,2.0,30.0,30.0,0,0
2.0,191,8.0,1,8.0,0,0.03,0,1,0,0,0,0,7.0,9.0,5.0,5.0,5.0,1,9.0,9.0,30.0,35.0,0,0
6.0,191,7.0,0,6.0,0,0.15,0,0,0,1,0,0,7.0,8.0,5.0,5.0,7.0,1,4.0,8.0,25.0,35.0,0,0
10.0,191,9.0,0,10.0,0,-0.11,0,0,0,0,0,0,8.0,10.0,5.0,5.0,7.0,1,7.0,10.0,0.0,40.0,0,1
5.0,191,9.0,1,9.0,0,0.23,0,1,0,0,0,0,7.0,9.0,5.0,15.0,5.0,1,8.0,9.0,10.0,30.0,0,0
6.0,191,9.0,0,10.0,0,-0.23,0,1,0,0,0,0,7.0,9.0,5.0,0.0,7.0,1,10.0,10.0,10.0,50.0,0,0
6.0,191,10.0,0,7.0,0,-0.08,0,0,0,0,0,0,6.0,8.0,5.0,12.0,8.0,1,8.0,8.0,18.0,40.0,0,1
5.0,191,7.0,0,6.0,0,0.32,0,1,0,1,0,0,8.0,10.0,5.0,0.0,6.0,1,3.0,8.0,25.0,30.0,0,1
5.0,191,8.0,0,10.0,0,0.08,0,1,0,0,0,0,6.0,10.0,5.0,10.0,6.0,1,7.0,9.0,25.0,15.0,0,0
4.0,191,5.0,0,7.0,1,0.69,1,1,1,0,0,1,4.0,3.0,5.0,5.0,6.0,0,8.0,4.0,25.0,25.0,0,0
6.0,191,10.0,0,9.0,0,0.24,0,0,0,0,0,0,7.0,9.0,5.0,1.0,7.0,1,8.0,8.0,1.0,55.0,0,0
8.0,191,10.0,0,9.0,0,0.4,0,0,0,1,0,0,6.0,10.0,5.0,30.0,9.0,1,5.0,10.0,5.0,50.0,1,1
4.0,191,9.0,1,5.0,0,0.24,0,1,0,1,1,0,7.0,10.0,5.0,10.0,5.0,1,2.0,8.0,5.0,20.0,0,0
6.0,191,5.0,0,10.0,0,0.18,0,0,1,1,0,0,7.0,9.0,5.0,5.0,8.0,1,5.0,10.0,25.0,35.0,0,1
5.0,191,10.0,1,5.0,1,0.27,0,1,0,1,1,0,5.0,10.0,5.0,5.0,5.0,1,3.0,8.0,30.0,30.0,0,1
8.0,140,7.0,0,5.0,0,0.11,0,0,0,0,1,0,6.0,5.0,3.0,5.0,9.0,0,8.0,6.0,30.0,35.0,1,0
8.0,140,7.0,0,5.0,0,-0.11,1,0,0,0,1,1,6.0,3.0,3.0,5.0,9.0,0,6.0,5.0,25.0,35.0,1,0
3.0,140,5.0,1,5.0,1,0.26,0,1,1,0,1,0,4.0,5.0,3.0,5.0,4.0,0,7.0,6.0,0.0,40.0,0,1
2.0,140,4.0,0,6.0,1,0.2,0,1,1,0,0,0,5.0,7.0,3.0,15.0,7.0,1,7.0,8.0,10.0,30.0,0,0
5.0,140,3.0,0,5.0,1,0.13,0,1,1,0,1,0,5.0,5.0,3.0,0.0,8.0,0,8.0,7.0,10.0,50.0,0,0
5.0,140,3.0,0,6.0,0,0.13,0,1,1,0,0,0,6.0,6.0,3.0,12.0,8.0,0,7.0,7.0,18.0,40.0,0,0
3.0,140,5.0,0,5.0,1,0.53,0,1,1,0,1,0,5.0,6.0,3.0,0.0,7.0,0,9.0,8.0,25.0,30.0,0,1
6.0,140,3.0,1,5.0,1,0.23,0,0,1,0,1,0,5.0,6.0,3.0,10.0,4.0,0,7.0,6.0,25.0,15.0,0,0
6.0,140,5.0,0,5.0,1,0.41,1,0,1,0,1,1,3.0,3.0,3.0,5.0,6.0,0,6.0,5.0,25.0,25.0,0,0
6.0,140,3.0,0,7.0,1,0.44,0,0,1,0,0,1,4.0,3.0,3.0,1.0,10.0,0,7.0,6.0,1.0,55.0,1,0
5.0,140,1.0,0,4.0,0,0.33,1,1,1,1,1,0,8.0,5.0,3.0,30.0,7.0,0,4.0,2.0,5.0,50.0,0,0
4.0,140,1.0,1,2.0,0,-0.07,1,1,1,1,1,1,6.0,3.0,3.0,10.0,5.0,0,1.0,1.0,5.0,20.0,0,0
4.0,140,1.0,1,2.0,1,0.19,1,1,1,1,1,1,3.0,2.0,3.0,5.0,5.0,0,1.0,1.0,25.0,35.0,0,0
6.0,140,1.0,1,2.0,0,0.32,1,0,1,1,1,0,6.0,5.0,3.0,5.0,5.0,0,2.0,2.0,30.0,30.0,0,0
5.0,109,7.0,0,8.0,0,0.18,0,1,0,0,0,0,7.0,8.0,1.0,5.0,6.0,1,8.0,6.0,30.0,35.0,0,0
8.0,109,6.0,0,6.0,0,-0.11,1,0,0,0,0,0,7.0,7.0,1.0,5.0,7.0,1,7.0,5.0,25.0,35.0,0,0
2.0,109,5.0,1,5.0,0,0.35,1,1,1,0,1,0,6.0,8.0,1.0,5.0,4.0,1,7.0,5.0,0.0,40.0,0,0
7.0,109,8.0,0,9.0,0,0.13,0,0,0,0,0,0,8.0,8.0,1.0,15.0,6.0,1,6.0,7.0,10.0,30.0,0,0
6.0,109,7.0,0,7.0,0,0.14,0,1,0,0,0,0,7.0,6.0,1.0,0.0,7.0,0,9.0,8.0,10.0,50.0,0,0
4.0,109,7.0,1,7.0,1,0.13,0,1,0,0,0,0,5.0,8.0,1.0,12.0,4.0,1,7.0,7.0,18.0,40.0,0,0
3.0,109,5.0,0,3.0,0,0.28,0,1,1,0,1,0,8.0,8.0,1.0,0.0,8.0,1,7.0,7.0,25.0,30.0,0,0
6.0,109,9.0,0,10.0,0,0.13,0,0,0,0,0,0,9.0,10.0,1.0,10.0,8.0,1,10.0,10.0,25.0,15.0,0,1
5.0,109,7.0,0,5.0,0,0.16,1,1,0,0,1,0,7.0,5.0,1.0,5.0,7.0,0,7.0,5.0,25.0,25.0,0,0
6.0,109,7.0,0,8.0,0,-0.12,0,0,0,0,0,0,9.0,8.0,1.0,1.0,8.0,1,8.0,7.0,1.0,55.0,0,0
7.0,109,9.0,0,7.0,0,-0.1,0,0,0,1,0,1,9.0,1.0,1.0,30.0,8.0,0,5.0,7.0,5.0,50.0,0,0
4.0,109,5.0,1,7.0,1,0.01,1,1,1,1,0,0,5.0,7.0,1.0,10.0,4.0,1,2.0,5.0,5.0,20.0,0,0
5.0,109,7.0,0,7.0,0,-0.01,0,1,0,1,0,0,7.0,9.0,1.0,5.0,7.0,1,4.0,6.0,25.0,35.0,0,0
6.0,109,6.0,1,5.0,0,-0.22,0,0,0,1,1,0,6.0,7.0,1.0,5.0,5.0,1,4.0,7.0,30.0,30.0,0,0
5.0,126,10.0,0,10.0,0,0.1,0,1,0,0,0,0,10.0,9.0,4.0,5.0,10.0,1,10.0,10.0,30.0,35.0,1,0
8.0,126,10.0,0,10.0,0,0.01,0,0,0,0,0,0,7.0,8.0,4.0,5.0,10.0,1,8.0,9.0,25.0,35.0,1,1
0.0,126,7.0,1,5.0,0,0.14,0,1,0,0,1,0,6.0,5.0,4.0,5.0,5.0,0,6.0,7.0,0.0,40.0,0,0
4.0,126,6.0,0,8.0,1,0.56,0,1,1,0,0,0,4.0,6.0,4.0,15.0,7.0,0,7.0,8.0,10.0,30.0,0,0
6.0,126,6.0,0,8.0,1,-0.27,0,1,0,0,0,1,3.0,4.0,4.0,0.0,9.0,0,8.0,7.0,10.0,50.0,1,0
4.0,126,6.0,0,7.0,1,0.15,1,1,1,1,0,1,5.0,1.0,4.0,12.0,8.0,0,4.0,3.0,18.0,40.0,0,0
3.0,126,4.0,0,4.0,1,0.23,1,1,1,1,1,1,5.0,4.0,4.0,0.0,6.0,0,4.0,4.0,25.0,30.0,0,0
6.0,126,4.0,0,8.0,0,0.18,1,0,1,0,0,0,6.0,5.0,4.0,10.0,6.0,0,6.0,5.0,25.0,15.0,0,0
7.0,126,6.0,0,10.0,1,0.73,0,0,1,0,0,0,5.0,9.0,4.0,5.0,6.0,1,9.0,10.0,25.0,25.0,0,1
10.0,126,7.0,0,9.0,0,0.01,0,0,0,0,0,0,10.0,8.0,4.0,1.0,10.0,1,7.0,8.0,1.0,55.0,1,1
1.0,126,6.0,1,9.0,0,-0.08,0,1,0,0,0,0,6.0,7.0,4.0,30.0,3.0,1,7.0,7.0,5.0,50.0,0,0
2.0,126,6.0,1,4.0,1,0.21,1,1,1,1,1,1,5.0,1.0,4.0,10.0,3.0,0,1.0,1.0,5.0,20.0,0,0
5.0,126,1.0,1,4.0,1,0.12,1,1,1,1,1,1,3.0,1.0,4.0,5.0,5.0,0,1.0,1.0,25.0,35.0,0,0
4.0,126,6.0,1,6.400597907324364,1,-0.17,1,1,1,1,1,1,4.0,1.0,4.0,5.0,4.0,0,2.0,3.0,30.0,30.0,0,0
10.0,126,10.0,0,10.0,0,0.53,0,0,0,0,0,0,10.0,10.0,4.0,5.0,11.0,1,10.0,10.0,30.0,35.0,1,0
5.0,126,10.0,0,10.0,0,-0.05,0,1,0,0,0,0,9.0,10.0,4.0,5.0,10.0,1,10.0,10.0,25.0,35.0,1,0
0.0,126,7.0,1,10.0,0,-0.05,0,1,0,0,0,0,8.0,10.0,4.0,5.0,5.0,1,7.0,8.0,0.0,40.0,0,0
5.0,126,7.0,0,9.0,0,-0.02,0,1,0,0,0,0,7.0,10.0,4.0,15.0,8.0,1,7.0,8.0,10.0,30.0,0,0
6.0,126,9.0,0,10.0,0,0.11,0,0,0,0,0,0,6.0,10.0,4.0,0.0,9.0,1,10.0,9.0,10.0,50.0,1,0
4.0,126,7.0,0,9.0,0,0.06,0,1,0,0,0,0,7.0,10.0,4.0,12.0,8.0,1,8.0,8.0,18.0,40.0,0,0
3.0,126,8.0,0,9.0,0,0.32,0,1,0,0,0,0,7.0,10.0,4.0,0.0,9.0,1,7.0,8.0,25.0,30.0,1,0
6.0,126,8.0,1,9.0,0,0.31,0,0,0,0,0,0,7.0,10.0,4.0,10.0,5.0,1,7.0,8.0,25.0,15.0,0,0
7.0,126,10.0,0,10.0,0,0.0,0,0,0,0,0,0,8.0,10.0,4.0,5.0,8.0,1,10.0,10.0,25.0,25.0,0,1
10.0,126,10.0,0,10.0,0,0.78,0,0,0,0,0,0,10.0,10.0,4.0,1.0,10.0,1,10.0,10.0,1.0,55.0,1,1
6.0,126,7.0,0,8.0,0,0.48,0,1,0,0,0,0,6.0,10.0,4.0,30.0,7.0,1,7.0,7.0,5.0,50.0,0,0
2.0,126,7.0,1,8.0,1,0.45,0,1,0,0,0,0,5.0,10.0,4.0,10.0,3.0,1,7.0,7.0,5.0,20.0,0,0
6.0,126,7.0,0,10.0,0,-0.04,0,0,0,0,0,0,7.0,10.0,4.0,5.0,8.0,1,7.0,7.0,25.0,35.0,0,0
6.0,126,7.0,1,8.0,1,0.59,0,0,0,0,0,0,5.0,10.0,4.0,5.0,4.0,1,7.0,7.0,30.0,30.0,0,0
7.0,191,9.0,0,10.0,1,0.22,0,0,0,0,0,0,5.0,6.0,5.0,5.0,8.0,0,10.0,9.0,30.0,35.0,0,0
8.0,191,8.0,0,8.0,0,0.14,0,0,0,0,0,1,8.0,5.0,5.0,5.0,8.0,0,7.0,7.0,25.0,35.0,0,1
0.0,191,7.0,1,7.0,0,-0.06,0,1,0,0,0,1,7.0,4.0,5.0,5.0,4.0,0,7.0,8.0,0.0,40.0,0,1
6.0,191,7.0,0,8.0,0,0.35,0,0,0,0,0,0,9.0,5.0,5.0,15.0,6.0,0,7.0,7.0,10.0,30.0,0,0
6.0,191,7.0,1,8.0,1,-0.08,0,1,0,0,0,0,5.0,5.0,5.0,0.0,4.0,0,8.0,7.0,10.0,50.0,0,0
6.0,191,8.0,0,9.0,0,0.15,0,0,0,0,0,0,7.0,5.0,5.0,12.0,6.0,0,7.0,8.0,18.0,40.0,0,0
6.0,191,8.0,0,9.0,1,0.34,0,0,0,0,0,0,5.0,5.0,5.0,0.0,8.0,0,6.0,8.0,25.0,30.0,0,0
4.0,191,7.0,0,7.0,0,0.34,0,1,0,0,0,0,6.0,5.0,5.0,10.0,6.0,0,8.0,7.0,25.0,15.0,0,0
7.0,191,9.0,0,10.0,1,0.41,0,0,0,0,0,0,5.0,6.0,5.0,5.0,6.0,0,7.0,6.0,25.0,25.0,0,1
6.0,191,7.0,0,8.0,1,0.35,1,0,0,0,0,0,5.0,5.0,5.0,1.0,9.0,0,9.0,5.0,1.0,55.0,1,0
3.0,191,7.0,1,7.0,0,0.53,1,1,0,0,0,1,6.0,4.0,5.0,30.0,5.0,0,7.0,5.0,5.0,50.0,0,0
3.0,191,8.0,1,7.0,1,0.44,0,1,0,0,0,1,5.0,2.0,5.0,10.0,3.0,0,6.0,6.0,5.0,20.0,0,0
5.0,191,7.0,1,8.0,1,0.47,1,1,0,0,0,0,5.0,5.0,5.0,5.0,5.0,0,7.0,5.0,25.0,35.0,0,0
5.0,191,5.0,0,6.0,1,0.4,1,1,1,0,0,1,5.0,4.0,5.0,5.0,6.0,0,6.0,5.0,30.0,30.0,0,0
7.0,191,5.0,0,8.0,0,0.14,0,0,1,0,0,0,6.0,6.0,10.0,5.0,8.0,0,6.0,6.0,30.0,35.0,0,0
9.0,191,6.0,0,6.0,0,0.4,1,0,0,1,0,0,9.0,7.0,10.0,5.0,9.0,1,5.0,5.0,25.0,35.0,1,0
0.0,191,2.0,1,2.0,0,0.36,1,1,1,1,1,0,7.0,5.0,10.0,5.0,4.0,0,4.0,2.0,0.0,40.0,0,0
5.0,191,4.0,0,5.0,0,0.38,1,1,1,1,1,0,7.0,6.0,10.0,15.0,8.0,0,4.0,5.0,10.0,30.0,0,0
6.0,191,2.0,0,4.0,0,-0.22,1,1,1,0,1,0,7.0,5.0,10.0,0.0,8.0,0,8.0,4.0,10.0,50.0,0,0
4.0,191,8.0,0,9.0,1,0.39,0,1,0,0,0,0,5.0,6.0,10.0,12.0,6.0,0,7.0,8.0,18.0,40.0,0,0
7.0,191,6.0,0,3.0,0,0.28,0,0,0,0,1,0,8.0,5.0,10.0,0.0,8.0,0,6.0,6.0,25.0,30.0,0,1
5.0,191,4.0,1,2.0,1,0.35,1,1,1,0,1,1,5.0,4.0,10.0,10.0,5.0,0,6.0,5.0,25.0,15.0,0,0
6.0,191,2.0,0,5.0,0,0.48,1,1,1,0,1,0,6.0,5.0,10.0,5.0,6.0,0,8.0,4.0,25.0,25.0,0,0
6.0,191,4.0,0,8.0,0,0.12,0,0,1,0,0,0,7.0,5.0,10.0,1.0,8.0,0,7.0,6.0,1.0,55.0,0,0
7.0,191,2.0,0,7.0,0,0.46,1,0,1,1,0,0,6.0,5.0,10.0,30.0,7.0,0,4.0,4.0,5.0,50.0,0,1
4.0,191,2.0,0,2.0,0,0.44,1,1,1,1,1,0,6.0,5.0,10.0,10.0,6.0,0,2.0,3.0,5.0,20.0,0,0
5.0,191,3.0,0,6.0,0,0.3,1,1,1,1,0,0,6.0,7.0,10.0,5.0,6.0,1,2.0,3.0,25.0,35.0,0,0
4.0,191,2.0,1,3.0,0,0.31,1,1,1,1,1,1,6.0,3.0,10.0,5.0,4.0,0,3.0,3.0,30.0,30.0,0,0
5.0,15,6.0,1,6.0,0,0.38,0,1,1,0,0,0,8.0,7.0,3.0,5.0,5.0,1,8.0,7.0,30.0,35.0,0,0
5.0,15,6.0,0,8.0,0,-0.09,1,1,1,0,0,0,9.0,8.0,3.0,5.0,6.0,1,6.0,5.0,25.0,35.0,0,0
3.0,15,0.0,1,3.0,0,0.45,0,1,1,1,1,0,9.0,7.0,3.0,5.0,5.0,1,3.0,6.0,0.0,40.0,0,0
2.0,15,6.0,1,6.400597907324364,0,0.59,1,1,1,0,1,0,8.0,5.0,3.0,15.0,3.0,0,6.0,5.0,10.0,30.0,0,0
4.0,15,3.0,0,8.0,0,0.26,0,1,1,0,0,0,6.0,8.0,3.0,0.0,9.0,1,8.0,8.0,10.0,50.0,1,0
4.0,15,6.0,0,6.0,0,0.48,0,1,1,0,0,0,9.0,7.0,3.0,12.0,7.0,1,7.0,6.0,18.0,40.0,0,1
5.0,15,6.0,0,5.0,0,0.67,1,1,1,0,1,0,9.0,8.0,3.0,0.0,6.0,1,7.0,5.0,25.0,30.0,0,1
4.0,15,0.0,1,3.0,1,0.49,1,1,1,0,1,0,4.0,5.0,3.0,10.0,5.0,0,7.0,5.0,25.0,15.0,0,0
7.0,15,6.0,0,9.0,0,0.5,0,0,1,0,0,0,8.0,5.0,3.0,5.0,8.0,0,9.0,7.0,25.0,25.0,0,1
6.0,15,6.0,0,4.0,0,0.46,1,0,1,0,1,0,7.0,5.0,3.0,1.0,7.0,0,8.0,4.0,1.0,55.0,0,0
5.0,15,5.0,0,5.0,0,0.21,1,1,1,1,1,1,8.0,1.0,3.0,30.0,7.0,0,5.0,5.0,5.0,50.0,0,0
3.0,15,5.0,0,3.0,0,0.22,0,1,1,1,1,0,6.0,9.0,3.0,10.0,6.0,1,0.0,6.0,5.0,20.0,0,0
6.0,15,6.0,0,7.0,0,0.43,0,0,1,1,0,0,8.0,10.0,3.0,5.0,6.0,1,4.0,7.0,25.0,35.0,0,0
4.0,15,0.0,1,3.0,1,0.48,1,1,1,1,1,0,5.0,5.0,3.0,5.0,4.0,0,3.0,5.0,30.0,30.0,0,0
5.0,126,5.0,0,7.0,0,0.59,0,1,1,1,0,0,8.0,8.0,2.0,15.0,9.0,1,5.0,8.0,15.0,10.0,1,0
3.0,126,2.0,0,4.0,0,0.45,1,1,1,1,1,0,7.0,5.0,2.0,15.0,7.0,0,4.0,4.0,25.0,15.0,0,0
